code_n, n_tries,          qber,        f_mean,  c_iters_mean,  n_iters_mean,             R,  pass/s_n,  kost/p_n,   p_n_max,   correct/k_n,   discl_n,           FER 
10000,       200,      0.092000,    1.28850123,   27.28000000, 4000.48500000,    1.28850123,         4,       730,         0,      10000000,      5709,    0.00000000
10000,       200,      0.029250,    1.21546315,   35.61306533, 1771.88500000,    1.21547397,         4,       730,         0,       9999990,      2316,    0.00500000
10000,       200,      0.040000,    1.23113947,   35.20603015, 2240.82500000,    1.23109004,         4,       730,         0,       9999990,      2982,    0.00500000
10000,       200,      0.064000,    1.26838952,   32.49000000, 3163.13500000,    1.26838952,         4,       730,         0,      10000000,      4352,    0.00000000
10000,       200,      0.029500,    1.21815589,   35.55500000, 1787.37500000,    1.21815589,         4,       730,         0,      10000000,      2337,    0.00000000
10000,       200,      0.040250,    1.23253935,   34.79500000, 2253.46000000,    1.23253935,         4,       730,         0,      10000000,      3000,    0.00000000
10000,       200,      0.029750,    1.21916323,   35.49500000, 1802.65000000,    1.21916323,         4,       730,         0,      10000000,      2354,    0.00000000
10000,       200,      0.121250,    1.33542628,   27.32000000, 4867.06500000,    1.33542628,         4,       730,         0,      10000000,      7117,    0.00000000
10000,       200,      0.030000,    1.21896052,   35.72500000, 1812.56000000,    1.21896052,         4,       730,         0,      10000000,      2369,    0.00000000
10000,       200,      0.040500,    1.23151938,   35.63500000, 2260.05000000,    1.23151938,         4,       730,         0,      10000000,      3012,    0.00000000
10000,       200,      0.064250,    1.26860072,   32.11500000, 3170.12500000,    1.26860072,         4,       730,         0,      10000000,      4365,    0.00000000
10000,       200,      0.040750,    1.23309457,   35.69500000, 2271.96500000,    1.23309457,         4,       730,         0,      10000000,      3029,    0.00000000
10000,       200,      0.092250,    1.28795322,   27.70500000, 4005.68500000,    1.28795322,         4,       730,         0,      10000000,      5717,    0.00000000
10000,       200,      0.041000,    1.23153945,   35.35000000, 2278.16000000,    1.23153945,         4,       730,         0,      10000000,      3040,    0.00000000
10000,       200,      0.064500,    1.26962771,   32.14500000, 3183.91500000,    1.26962771,         4,       730,         0,      10000000,      4380,    0.00000000
10000,       200,      0.041250,    1.23321024,   34.50251256, 2291.32500000,    1.23322780,         4,       730,         0,       9999990,      3058,    0.00500000
10000,       200,      0.041500,    1.23154430,   34.87000000, 2296.12000000,    1.23154430,         4,       730,         0,      10000000,      3068,    0.00000000
10000,       200,      0.064750,    1.27044205,   32.39000000, 3194.97000000,    1.27044205,         4,       730,         0,      10000000,      4395,    0.00000000
10000,       200,      0.041750,    1.23280617,   35.39500000, 2311.21000000,    1.23280617,         4,       730,         0,      10000000,      3085,    0.00000000
10000,       200,      0.092500,    1.28955469,   28.12060302, 4018.36000000,    1.28954298,         4,       730,         0,       9999990,      5735,    0.00500000
10000,       200,      0.042000,    1.23191967,   35.09500000, 2316.90000000,    1.23191967,         4,       730,         0,      10000000,      3096,    0.00000000
10000,       200,      0.121500,    1.33651701,   27.37000000, 4877.42000000,    1.33651701,         4,       730,         0,      10000000,      7132,    0.00000000
10000,       200,      0.042250,    1.23221631,   34.52500000, 2327.53000000,    1.23221631,         4,       730,         0,      10000000,      3111,    0.00000000
10000,       200,      0.065000,    1.27041145,   32.14000000, 3201.09000000,    1.27041145,         4,       730,         0,      10000000,      4408,    0.00000000
10000,       200,      0.042500,    1.23230155,   35.18090452, 2334.59500000,    1.23230233,         4,       730,         0,       9999990,      3125,    0.00500000
